Date,0x,aelf,algorand,aragon,ardor,augur,bancor,basic-attention-token,beam,bitcoin,bitcoin-cash,bitcoin-gold,bitcoin-cash-sv,binancecoin,cardano,celsius-degree-token,chainlink,chiliz,civic,constellation-labs,cortex,cosmos,crypto-com-chain,dai,dash,decentraland,decred,dent,digibyte,dogecoin,elastos,enjincoin,eos,ethereum,ethereum-classic,funfair,gatechain-token,gnosis,golem,harmony,hedera-hashgraph,hive,huobi-token,icon,iexec-rlc,iostoken,iota,iotex,kava,komodo,lisk,litecoin,loom-network,loopring,maker,monero,mxc,nano,nem,neo,nervos-network,nexo,numeraire,okb,omisego,ontology,matic-network,polymath,power-ledger,qtum,ravencoin,reserve-rights-token,siacoin,solana,status,steem,stellar,storj,stratis,swissborg,syscoin,telcoin,tezos,theta-token,tron,vechain,waves,wax,wazirx,ripple,zcash,cryptoindex-io
2020-04-11,0.1532273407475436,0.0563463442538165,0.1635139622955153,0.7146885136599517,0.0310485580682195,8.912489325728677,0.1664895852081903,0.1467751893524198,0.2439568181777699,6276.863623084775,212.92487217749203,8.16890076453672,170.03816453845943,12.544069131700615,0.0306778974896751,0.0681313971350925,2.9353032994734427,0.005863728177413,0.0177498658050308,0.005642161228703,0.0777910990750043,2.10510854328322,0.045318554534179,0.9297111066524352,67.78301027097584,0.0245352833228049,10.988094000260892,0.0001104986444088,0.0054946991478651,0.0017878870382927,1.0757740591506175,0.0808358451248271,2.278990496966681,144.23271053743537,4.793221124494844,0.0015604325181017,0.388013892272857,11.48140177283732,0.037999679107853,0.0020322693773565,0.0300800014014125,0.1023486217222009,3.3446966246308514,0.2096726463181846,0.2923090409543558,0.0029139416368686,0.1473057035261188,0.0022006104099848,0.4580008137439884,0.3621160678337127,0.8857767093014229,38.52027800758132,0.0130205834749691,0.0255441799107669,273.1645364807128,49.12068191541467,0.0036230602515411,0.4992455306886125,0.0338287611326734,6.66166907284924,0.0048332326882614,0.1016589368442063,15.150737844966836,4.164729776175818,0.5091194524260879,0.3673530518400804,0.0109863958622672,0.0171120639896904,0.0517119698411095,1.221681191336893,0.0149327313463363,0.0026292938014615,0.0011332306741845,0.8756050833559551,0.0146945635449714,0.1408775492626358,0.0436036834642061,0.0839143384084534,0.2439825625417906,0.0213901068486203,0.0167858368768675,0.0001009865861848,1.7390839612723308,0.0733797284903545,0.0114332613223979,0.0032985717554142,0.9199020132767504,0.0264764101397303,0.1189226082843883,0.1722933957458697,33.06596951132044,0.4683103849570307
2020-04-12,0.155627231503741,0.0561718200427052,0.1649125538381985,0.7528353731651405,0.0304070671731802,9.062669628957993,0.1651367657215839,0.1462776549491115,0.2644319803205165,6290.322116196425,212.8487279760477,8.94854053271444,170.94851487935904,12.643920896277235,0.0304857743362808,0.0712444996547551,3.0098304753721283,0.0058448841408594,0.0177183120208705,0.0055197968755487,0.0768411434711257,2.108107916604962,0.0457446340736784,0.9351324225334045,68.51108025893835,0.0244991846749476,10.989240696051056,0.0001065922610672,0.0056738041186971,0.001823919095262,1.0487449309392862,0.0798013828239104,2.2915201107514918,144.78340296753018,4.826550500708431,0.0015400441420286,0.3902624104440176,11.661266241632363,0.0354091671659098,0.002042957323118,0.0300672123040885,0.1053712625724491,3.376196846532193,0.2098857348166471,0.2916260733642089,0.0028908661583481,0.147241739319316,0.0021648514667337,0.4510165545386357,0.3605638938650887,0.8890093316884282,38.86542100295093,0.0130803589489086,0.0256109796187445,272.01630226329974,49.25699966592863,0.003708579110876,0.4933221153171474,0.0335559635788921,6.679595470538946,0.0049023452403991,0.0995069820872706,15.53341252952954,4.156510415374203,0.5144113558399375,0.3705170316585073,0.0111770203995216,0.0168863405942615,0.0515156597405903,1.2320985180991162,0.0151454441176161,0.0026017317277871,0.0011527858344263,0.7175816159718642,0.0149411524399469,0.1402421042220732,0.0453999807106781,0.0848765294648063,0.2480997434252038,0.0213108661226228,0.0172333677523933,9.876316122997086e-05,1.8027896262629048,0.0723342148598612,0.0114306650355812,0.0033289755452881,0.9150793685226186,0.0265406093636461,0.1152112973144429,0.172452723039229,33.15114452638955,0.4711118804082954
2020-04-13,0.1527944780965781,0.0569672232809097,0.1628989677878984,0.7703616902518285,0.0301706772479115,8.923567506662286,0.1655237600459779,0.1461592992821804,0.2592357930761184,6323.950264013107,213.47087881247103,9.261215961882003,174.90466519312136,13.04930066611819,0.0306473790723176,0.0742062080680218,3.1428220142719434,0.0058415565936374,0.0175517913249306,0.007520098694437,0.076337693473192,2.113121675075246,0.0457949928976826,0.9242567644437794,68.320131435244,0.0246364812444478,11.024537779530078,0.0001046133900873,0.0056149067425983,0.0018072022290949,1.0248050701904878,0.0801866384038085,2.2902067301380784,145.32386185343654,4.85150902871741,0.0015447846590206,0.39184919656784,11.820732555296422,0.0346570607690757,0.0020698260709843,0.0304488490058994,0.0992452591089999,3.4093045691799944,0.212891096441549,0.2949264180105493,0.0029052466779545,0.147947459952407,0.0022918284565117,0.4718952586942332,0.3661452856858561,0.8966914122175129,38.519718337501054,0.0133544964193486,0.0256394526708829,265.0920696466302,49.12054794390987,0.0037868086981793,0.4921118277206779,0.03369600339441,6.764810533059016,0.0048078191801838,0.1013360975135374,15.72936041294281,4.17467915750926,0.5172295715285349,0.3680833041462273,0.0111847127769219,0.0171528542139265,0.0542917285613735,1.247878783631246,0.0152817109654522,0.0026734547538475,0.0011830283385945,0.8013334035923845,0.0148593138213083,0.1394712688514263,0.0448659961890776,0.0846078065266393,0.2466208602789975,0.0212213553338646,0.0174643307749797,0.0001024363045379,1.8263536400591305,0.0725601992070491,0.0116252567628445,0.0033755215507218,0.9140729373205514,0.0263694931263575,0.1185985944456041,0.1719165548383365,33.34006243499651,0.4715541663518975
2020-04-14,0.1529028064052782,0.0563367212060004,0.1604109885479862,0.7377195144472033,0.0297183775358934,9.105592262761718,0.1643356807427818,0.144908314883724,0.2499804879831879,6277.747369241966,204.92151691093676,9.078519845943244,172.26861787940553,13.774748549224077,0.030363336484362,0.0752203259893516,3.092574625048793,0.0061184415578447,0.0172112770261548,0.0061253142846697,0.0771431103450056,2.070812602881224,0.0455594443468513,0.9347139824985308,67.07312564721057,0.0242451019873047,10.88492263764136,0.0001050255321005,0.0051493679403464,0.0017938722681653,1.026590318665417,0.0822245168299148,2.239854831580032,143.4525723083111,4.750508644003315,0.001469877653933,0.3871818632716728,11.91387584469492,0.0335110101440236,0.0019462854283846,0.0297531583901183,0.1044574650388988,3.4052707766529102,0.2084905493064867,0.2857562580561028,0.0029157369667873,0.1467580571920728,0.0021822974939175,0.4646675192600011,0.4135630398244721,0.8848300618821522,37.779558620672425,0.0130345385069952,0.0248761551340093,271.8780981916095,48.606287947750914,0.0038202458178098,0.4960566243195224,0.0339660232874839,6.678003738031689,0.0046949582661,0.0946736107866072,15.718829760223985,4.212324847778516,0.5097320037383579,0.3550498685343737,0.0110128845571456,0.016487466874899,0.0528291811071082,1.2282870331127502,0.0148608966205234,0.0026417769230572,0.0011712168433966,0.7201972519214009,0.0146974405863843,0.1388525612160149,0.0442958843209492,0.0832684190908758,0.2505960655906257,0.0203489688674731,0.0177647681041994,0.0001069938477557,1.7771230657373296,0.0708332068428281,0.0115131435726266,0.0033308983006746,0.9147527179111958,0.0260464680076828,0.1155256725374817,0.1723543157221832,32.8497731027458,0.4716476700295752
2020-04-15,0.1567724403626445,0.0563319667630691,0.1624989086062759,0.7877166313729008,0.0305661317770017,9.052548123503447,0.1647531903304712,0.1504761298278822,0.2477860307502356,6244.820521048719,202.71841791574207,8.996611949493465,172.07432451567647,14.184950748107964,0.0301196798416129,0.0742817918657814,2.9585023632728635,0.0059323791413797,0.0170647903485158,0.0063576389236615,0.079982640693181,2.14695037716676,0.0455996120317655,0.9272077785432334,65.91933721112478,0.0246782009752279,10.954138716829997,0.0001053561723841,0.004866785454295,0.0017903463112698,0.9958274872919076,0.0829268371425858,2.240894726444299,144.07058772187534,4.7689222559029245,0.0014909795226452,0.3876022160374026,11.667610378421896,0.0335341556917599,0.00193946283962,0.0300637097430075,0.1021973346391989,3.395373933092272,0.2078030543456311,0.2795241784244757,0.0028941649547426,0.1448782681764294,0.0021846338939762,0.4733321716068805,0.4187176194514267,0.9146285635067692,37.50230603285009,0.0133985259994473,0.024883521814468,265.3736987901127,49.30064592564944,0.0038856898151656,0.5034954586418325,0.0332908474071285,6.61301694658031,0.0045590883937843,0.0973914070820017,16.197010832251944,4.215130982663871,0.5017512813081849,0.3526179658951158,0.0110970448555574,0.0172060709706549,0.0517728938185272,1.209259812273095,0.0148239513192727,0.0025162913920827,0.0012186002312016,0.6068727873859242,0.0148045440572015,0.1384800257480271,0.0438800350340116,0.0854167407489027,0.2594342409583751,0.0209848314416375,0.0176704594742444,0.0001211558107185,1.773860521017984,0.0708787369628658,0.0113056612149126,0.0033146806846741,0.9004811178532266,0.0261531170692505,0.1159573783470661,0.1694149196930692,32.40342941465618,0.4657689514104006
2020-04-16,0.147817422803917,0.0553724493694138,0.1546101525633527,0.7497443180100356,0.0300071057101167,8.814818124841066,0.1612670742168764,0.1421487677002954,0.2387906756620758,6080.236353989298,197.2822066282004,8.691527322725523,166.92606386347063,13.377619466890067,0.0292160196834216,0.0790420093350227,2.8719065695456414,0.0057427708222078,0.0166185942612614,0.0065887117980976,0.0792456116828437,2.081643550485212,0.0441827689344934,0.9315999601739088,64.89566945849239,0.0241540082929332,10.72533935708339,0.0001013259798339,0.0045453259474777,0.0017844530586845,0.9925252538199048,0.0847923107814549,2.205316563734347,140.52957520704751,4.6785421210887765,0.0015118681105329,0.3806278295726443,11.599007052522037,0.0321315896444768,0.00192497695825,0.0294738796688665,0.0997660218646324,3.3506766952796303,0.2027946487059523,0.2667525965753503,0.0028046799020533,0.1361475389754296,0.0021228537556061,0.4522018860184751,0.4259343918263398,0.9399465324034052,36.04005842341365,0.0126459625370715,0.0241437162639582,260.22071386958413,48.76732319485438,0.0040178371224188,0.4826820149875842,0.033093838541899,6.41492759993483,0.0043458160574072,0.0943459210382914,15.514104231460124,4.094688063282172,0.4827717013440419,0.3493406267012909,0.0106819600403456,0.0166826372680571,0.0505217571271814,1.1886660830311764,0.0140050527000301,0.0023532841231296,0.0011838461365036,0.584799262850498,0.0144937598439589,0.1349728655535549,0.0426015768544996,0.0821710424097041,0.259172172587985,0.0204552903588346,0.0170331256493796,0.0001039998097812,1.743722126515293,0.0685931324596034,0.0111697735767455,0.0033237713179997,0.8816385617853041,0.0256870545440387,0.1133868615595851,0.1666457868271429,32.23830046282739,0.454414730493647
2020-04-17,0.1573096021843872,0.0582524521201401,0.1695689765109698,0.8136462613938671,0.0316676380329225,9.248666805459305,0.1701167928062364,0.1498764554368631,0.2500206420951105,6500.850667019917,215.6096923355042,9.083812537003398,178.5868428296263,14.426088890219496,0.0315061881866155,0.0860464571046878,3.182864918664606,0.006281105171873,0.017521911048582,0.0070126579509327,0.0837976695884582,2.2177714746776678,0.046464502497826,0.9465868596042336,69.74922226623612,0.0256158205619212,11.492443361967972,0.0001109692708814,0.0065335551872883,0.0018626579783326,1.0474356148284742,0.0879373395570866,2.436048528610312,158.17305004332135,5.0308079341714045,0.0016474997247399,0.4008523947796218,12.182953909627305,0.0342585711167662,0.0020705143571557,0.0301481955689452,0.1063239473163052,3.520951895763869,0.215568089645832,0.2900789410006097,0.0029773744574841,0.1455653087574419,0.0022423856305738,0.4828630995544465,0.5787120142740089,0.9622220401612762,39.042497849262304,0.013313727355017,0.025621719901976,270.587127103138,52.17098414389916,0.0041945249123709,0.5120845291249256,0.0347556008128003,6.981678419826872,0.004549301971869,0.1022678798063919,16.893222543499466,4.398866042194243,0.518764657700412,0.3743352904767111,0.0115834005003124,0.0177718794578408,0.0535786805201577,1.2874275729542188,0.0155682865825226,0.0024042277069542,0.0012352688385454,0.6375072649103577,0.0153907554208698,0.1385040166568639,0.0451338400030349,0.086405777475584,0.2736591090093109,0.0208102964816336,0.0180267303167608,0.0001187777518859,1.9332392728914367,0.0726020631849388,0.0119564739392107,0.0035005009382412,0.9254393213647611,0.0261078967785443,0.1265826892420924,0.1736333183712121,35.57563483920371,0.4886669061440621
2020-04-18,0.1562292179557908,0.057926981110389,0.1747449893304559,0.8124841175085927,0.0315029095995744,9.12154031016352,0.168138100651722,0.1526116131948983,0.2507875626412411,6469.204363378254,212.9543475309673,9.147946645244724,177.16989204710927,14.359795122567087,0.0314729118062188,0.0905414934952769,3.181787123959961,0.0062089785915639,0.0176223221453145,0.0075876877133859,0.0883572006093572,2.1799399974042024,0.0461271101830964,0.9366569992065537,70.16092644886237,0.0263459138909011,11.42914503140993,0.0001070606338853,0.0060634176162015,0.0018387140164346,1.0251131781993728,0.0865615891488994,2.405570818157305,156.7318141292712,4.9641517846230245,0.0016255482738964,0.3951111781462894,13.431235443573536,0.0341148969091039,0.002018349172123,0.0298540098563492,0.1221546069827394,3.498671428952034,0.2133239551013288,0.2798156533660464,0.0030061600295004,0.1440973352553543,0.0022063917331646,0.4781326611853455,0.5315658110296294,0.9612264211603784,38.85195769524302,0.0134094803674652,0.0303835324956436,274.5936505863284,51.60567052096324,0.0041678834951638,0.5159950710874552,0.0338629374528374,6.897265166457635,0.0046040900282709,0.1017720679740711,16.77238363888802,4.284691051436969,0.5256615312033535,0.3729857397775626,0.0117408529502029,0.0177892969149617,0.0534451017113543,1.2749606745303537,0.0152069782687911,0.0023964380117171,0.0012290826600502,0.6045510197215582,0.0152457235335376,0.1396704156052257,0.044821470762668,0.0870614022512551,0.2741129626399026,0.0205120634041947,0.0178799844044787,0.0001118707948131,1.9176673571451808,0.0715355702893023,0.011865994806561,0.0034884799971272,0.9183098519244208,0.0256311136821277,0.1237705026862929,0.1737049927838453,37.6892264726627,0.4843256939750995
2020-04-19,0.1629852767771091,0.0595608713141629,0.1834337519942498,0.8845955134257885,0.0330522115652355,9.413955410796495,0.1787191501279799,0.1572038710811612,0.2588348222025761,6659.778500105977,223.68030432762893,9.233354707310305,187.72363292005653,15.22110427719102,0.0332610038717979,0.0937573663854154,3.4804946745230927,0.006331946160167,0.0182733075784823,0.0076227714600282,0.0897670848904478,2.305536916772649,0.0475953589726692,0.9364273459120118,73.66937174342965,0.0278160496521363,11.72676916384827,0.0001171041421813,0.0071033743527879,0.0018950858051273,1.0699552175755978,0.095284287208806,2.5072508988566296,172.0859745560643,5.20375881051014,0.0016861231667714,0.4025654742559035,15.848583046010145,0.0347165028012665,0.0020848012183049,0.0313447806049934,0.120727123142496,3.622691689954584,0.2275800189998957,0.292950535079388,0.0031118339813022,0.1501962191299847,0.0023279439999457,0.5239948279822291,0.5431968548969263,0.9799057964654584,40.45547991502439,0.0136828156156518,0.0302993891641281,292.2728571625707,53.34796417724435,0.0043803902861293,0.5481008599161654,0.035097260893888,7.245977312247158,0.0047847323031556,0.1011651291604744,18.385941266598568,4.415213912167424,0.5506754139563415,0.3887513813003352,0.0123334636516103,0.01841679675286,0.0549846906473175,1.320719326307956,0.0157063155918465,0.0025001336252445,0.0012978748209682,0.6225030031937083,0.015588524344861,0.1421168274129254,0.0465299805887437,0.0899938024934147,0.2926488628966407,0.021830919775824,0.0185599025683527,0.0001152647461521,2.1431621965302354,0.0750719750542458,0.012271380762465,0.0036137072060404,0.9555272126350512,0.0264870013436708,0.1364895486602239,0.1784877948520826,38.65300993017561,0.5050318415562994
2020-04-20,0.1568298195918185,0.0566040676882385,0.1763266049891997,0.8897934476065326,0.0319577845407879,9.181302371761031,0.1757706646482694,0.1514721187991944,0.2492414547597174,6557.760026966851,213.3487863300398,8.956004629515975,178.7713885821195,14.763837075959898,0.0329113939119632,0.0901534694186133,3.323075436591784,0.0062107296731983,0.0179950160665373,0.007901557818297,0.0844549681106396,2.194550682978401,0.0468672233720683,0.9315272173546228,73.80831084994131,0.0266602674093938,11.516351636881154,0.0001128060950241,0.0073015029519953,0.0018745841211206,1.049567526105509,0.0918055686410343,2.3894220341034247,165.66525250885934,5.041874553810327,0.0016200568188668,0.4000023750716239,15.998122636937197,0.0346690014131666,0.0021445327158106,0.0302286243515035,0.120350931002464,3.541004199568292,0.218914937433143,0.2832021243963912,0.0030286546426006,0.1444057392492301,0.0022756101261217,0.5000831211276336,0.5376495165782408,0.9579874807498536,38.86987196375544,0.0132242319016993,0.0292326960975111,291.47874550729125,52.60604040065778,0.0043697927270679,0.5306359476527409,0.0338060019005666,7.004564823651987,0.0047709519021513,0.097210762414057,21.175925295278468,4.342588162977538,0.5320784010642163,0.3768011164949003,0.0119240888571141,0.0178465215195969,0.0544620661956672,1.2844839568187878,0.0154628117298006,0.0024119821303713,0.0012588034368737,0.560818704332097,0.0155272122083712,0.1397142111314464,0.044974812789752,0.0899411336346476,0.2792569271183248,0.0209245483507236,0.0178230964841755,0.0001139104782186,2.069258182364328,0.0742423826084855,0.0118777445049482,0.0035988432099316,0.9342454340883388,0.0258662940771322,0.1300310430797614,0.1747035668516393,42.68655224497088,0.4939292165006412
